region,spec,window,horizon,mean_loss,car_95,car_99
Mato Grosso,gradual,2009-16,172,811.5317965923932,830.8349010800845,838.3256519520953
Mato Grosso,gradual,2009-16,173,812.9101482768058,831.9721426339063,838.9977986239444
Mato Grosso,gradual,2009-16,174,814.2835627716457,833.5290864838906,840.5082257442832
Mato Grosso,gradual,2009-16,175,815.6634838654135,834.8816482890028,841.7285589026519
Mato Grosso,gradual,2009-16,176,816.9802842743429,836.0238561322934,842.5259426360748
Mato Grosso,gradual,2009-16,177,818.147499856619,836.980140232505,843.8456546388297
Mato Grosso,gradual,2009-16,178,819.4661955728742,838.3420294353224,844.8106722723878
Mato Grosso,gradual,2009-16,179,820.6423671610459,839.1004774367839,846.341978230375
Mato Grosso,gradual,2009-16,180,821.8112260186284,840.162180628938,847.2414399384904
Mato Grosso,gradual,2009-16,181,823.0295738880244,841.1748754190444,848.1744777476604
Mato Grosso,gradual,2009-16,182,824.2437503974924,842.0044787845258,849.6555685182295
Mato Grosso,gradual,2009-16,183,825.4422840781864,843.3755416881912,850.4804513477587
Mato Grosso,gradual,2009-16,184,826.584450609084,844.1363458121981,851.4568624040548
Mato Grosso,gradual,2009-16,185,827.8120807579635,845.4144703296168,852.6567395798085
Mato Grosso,gradual,2009-16,186,829.0417693082069,846.6429052252473,853.9221786371852
Mato Grosso,gradual,2009-16,187,830.2619183300964,847.7927416812387,854.7720419548773
Mato Grosso,gradual,2009-16,188,831.35956850893206,848.8952166206891,855.3591618826368
Mato Grosso,gradual,2009-16,189,832.3981176181468,849.6647247508645,856.8838432212498
Mato Grosso,gradual,2009-16,190,833.4984222966323,850.5610571239881,857.5384592063853
Mato Grosso,gradual,2009-16,191,834.657054600222,851.8609945025454,859.0374849085318
Mato Grosso,gradual,2009-16,192,835.76712026495,853.1635737339379,860.5191487155514
Mato Grosso,gradual,2009-16,193,836.905481642566,854.1030170165257,860.8498844783348
Mato Grosso,gradual,2009-16,194,838.0766433762383,855.3392704718966,861.8612808234626
Mato Grosso,gradual,2009-16,195,839.1858008299245,856.3044470929492,862.5711559934039
Mato Grosso,gradual,2009-16,196,840.4117531868545,857.1678576753463,864.4984097608674
Mato Grosso,gradual,2009-16,197,841.4378987548174,858.3205781517566,865.2592037006815
Mato Grosso,gradual,2009-16,198,842.531375788879,859.5095552724433,866.3809923793596
Mato Grosso,gradual,2009-16,199,843.5124708842919,860.2729409009055,867.379439544322
Mato Grosso,gradual,2009-16,200,844.5519032617873,861.3974048066345,867.9550038473908
Mato Grosso,gradual,2017-25,0,0,0,0
Mato Grosso,gradual,2017-25,1,22.890467076223032,43.18551100667855,51.48427322080917
Mato Grosso,gradual,2017-25,2,44.9400568197324,72.98892880345255,86.61308810134713
Mato Grosso,gradual,2017-25,3,66.42821242207202,98.69300159997299,113.42981514019156
Mato Grosso,gradual,2017-25,4,86.64841189694737,122.25008241471345,139.40239912085354
Mato Grosso,gradual,2017-25,5,106.21056238839763,144.61732664497927,161.11602867892208
Mato Grosso,gradual,2017-25,6,124.6650344479751,164.77787066435977,180.09913017638965
Mato Grosso,gradual,2017-25,7,142.48519351390428,183.3249678813122,202.14846614003588
Mato Grosso,gradual,2017-25,8,159.66196769308903,203.1380032615641,219.35305117632495
Mato Grosso,gradual,2017-25,9,175.87801332020132,219.43044592323827,237.0462465012905
Mato Grosso,gradual,2017-25,10,191.53707938981597,236.0570709450761,256.03839084459656
Mato Grosso,gradual,2017-25,11,206.7245801930897,252.19516277348418,271.6911471316076
Mato Grosso,gradual,2017-25,12,221.0477931769542,266.665953530317,285.19107161367606
Mato Grosso,gradual,2017-25,13,235.16278898965422,281.4413540218401,298.95549815281214
Mato Grosso,gradual,2017-25,14,248.48744338040729,293.98974365975005,313.54546896407
Mato Grosso,gradual,2017-25,15,261.3976136443863,306.9736328631354,326.6011299963208
Mato Grosso,gradual,2017-25,16,273.75555138906094,319.9031856458242,337.55501492334275
Mato Grosso,gradual,2017-25,17,285.6749155046851,331.339203057355,350.5063389600809
Mato Grosso,gradual,2017-25,18,297.09085602881663,341.434226662403,362.4922802224653
Mato Grosso,gradual,2017-25,19,308.13242440041745,353.5260773005606,372.63032493643726
Mato Grosso,gradual,2017-25,20,318.82886837340885,363.70284505924036,380.62893242657015
Mato Grosso,gradual,2017-25,21,329.0344985521679,373.9166505147405,391.8396042153444
Mato Grosso,gradual,2017-25,22,338.86588630771365,383.4891510504883,400.89186597976095
Mato Grosso,gradual,2017-25,23,348.20405240435315,391.7014895988862,409.99958028566294
Mato Grosso,gradual,2017-25,24,357.4918516571848,400.79715567254624,419.12780530689037
Mato Grosso,gradual,2017-25,25,366.2606253696273,409.51360130617496,427.82871132518756
Mato Grosso,gradual,2017-25,26,374.82621635649923,418.0846640052665,435.983520988045
Mato Grosso,gradual,2017-25,27,383.22967950731856,426.01099640682094,443.7110586933733
Mato Grosso,gradual,2017-25,28,391.3176287343629,433.4882290000998,454.12566125958926
Mato Grosso,gradual,2017-25,29,399.0821981211784,441.754837065417,459.0943233295195
Mato Grosso,gradual,2017-25,30,406.4360190818621,448.01642607991204,465.9563608847256
Mato Grosso,gradual,2017-25,31,413.6900099101233,456.3149692805312,474.11593719624636
Mato Grosso,gradual,2017-25,32,420.71506534161125,463.22663373573283,481.9983479741725
Mato Grosso,gradual,2017-25,33,427.57863421089826,469.14617033897974,485.88834674837045
Mato Grosso,gradual,2017-25,34,434.18496760461954,475.1607573159318,492.87475598096313
Mato Grosso,gradual,2017-25,35,440.5467087169516,481.22244034839997,497.2266157415093
Mato Grosso,gradual,2017-25,36,446.794205163074,487.1198565895761,502.71333415270857
Mato Grosso,gradual,2017-25,37,452.9085645673834,492.73545751515576,507.0348426396867
Mato Grosso,gradual,2017-25,38,458.80841404071305,497.76917874739377,515.0744917755388
Mato Grosso,gradual,2017-25,39,464.42855083962274,503.0450942439409,518.8374318630521
Mato Grosso,gradual,2017-25,40,470.0731609735805,508.15784004514666,524.05267595024
Mato Grosso,gradual,2017-25,41,475.5545119192251,513.9695120014081,529.7765383428288
Mato Grosso,gradual,2017-25,42,480.9244998892365,518.8480690650018,534.6792114087688
Mato Grosso,gradual,2017-25,43,486.03966088707585,523.4122116211043,539.5048485609473
Mato Grosso,gradual,2017-25,44,491.00110793086174,528.1203522420949,542.7444517564385
Mato Grosso,gradual,2017-25,45,495.8940622285207,533.3582073799768,547.026951363344
Mato Grosso,gradual,2017-25,46,500.4872156335656,537.2710206922015,551.2820158467897
Mato Grosso,gradual,2017-25,47,505.1307662066813,541.8698626807893,555.0716394714212
Mato Grosso,gradual,2017-25,48,509.34017145424025,545.6424349700104,558.8875245723187
Mato Grosso,gradual,2017-25,49,513.7863121973886,550.3339653735893,563.43678827279075
Mato Grosso,gradual,2017-25,50,518.1118410548931,554.2711309655552,570.0004781058053
Mato Grosso,gradual,2017-25,51,522.4337578581775,558.1580159038525,572.9185961586538
Mato Grosso,gradual,2017-25,52,526.6262026542448,561.9117536415486,575.9095828852306
Mato Grosso,gradual,2017-25,53,530.61490414742,565.3532075002789,580.2831371950613
Mato Grosso,gradual,2017-25,54,534.5609734335322,570.6367358775494,583.6439405728444
Mato Grosso,gradual,2017-25,55,538.3463276710531,574.3438796701114,587.775485349196
Mato Grosso,gradual,2017-25,56,542.1417042906659,577.1358820740282,590.367285235523
Mato Grosso,gradual,2017-25,57,545.8379424434269,580.8714499986731,594.407722367015
Mato Grosso,gradual,2017-25,58,549.5623272407911,584.2545854386088,597.9494480547525
Mato Grosso,gradual,2017-25,59,553.1695195338683,587.8582384138961,601.773573655893
Mato Grosso,gradual,2017-25,60,556.8710539794911,591.2904886320227,605.5800668112007
Mato Grosso,gradual,2017-25,61,560.391863191437,594.2677388633291,608.3573461545683
Mato Grosso,gradual,2017-25,62,563.9772902849969,597.8999005606609,611.1044556198558
Mato Grosso,gradual,2017-25,63,567.2725914408715,600.9587985243761,613.9290527949352
Mato Grosso,gradual,2017-25,64,570.6326782376515,604.0992376090097,617.1541341383436
Mato Grosso,gradual,2017-25,65,573.8436575981989,607.1098102176167,619.522594803648
Mato Grosso,gradual,2017-25,66,577.1472176319907,610.1737916917693,622.9208670712998
Mato Grosso,gradual,2017-25,67,580.5092825830734,614.1917594945004,625.3822745922747
Mato Grosso,gradual,2017-25,68,583.56585088728,616.945792718731,629.1952871089389
Mato Grosso,gradual,2017-25,69,586.8642331535235,619.8668518221813,632.4866192362914
Mato Grosso,gradual,2017-25,70,589.9988940021002,622.9352921496468,634.5599718504294
Mato Grosso,gradual,2017-25,71,592.9442062065992,624.803638942617,638.3784403703347
Mato Grosso,gradual,2017-25,72,595.963939310413,628.1714379305598,641.7850346939643
Mato Grosso,gradual,2017-25,73,598.8301064617416,630.7075768437993,643.5601024393343
Mato Grosso,gradual,2017-25,74,601.6258521496849,633.2542890371767,646.3818053499699
Mato Grosso,gradual,2017-25,75,604.5259051235477,636.258051152068,649.3216595438329
Mato Grosso,gradual,2017-25,76,607.4798888791809,638.5672844152725,651.2678317108556
Mato Grosso,gradual,2017-25,77,610.4316967464433,641.8031202030318,654.4777602240125
Mato Grosso,gradual,2017-25,78,613.1873737415276,644.7332296741588,656.4087068256007
Mato Grosso,gradual,2017-25,79,615.9117864821097,647.6423907050673,660.0425303815675
Mato Grosso,gradual,2017-25,80,618.7292059870135,649.7889835622924,661.0211729378373
Mato Grosso,gradual,2017-25,81,621.5120768499751,652.2149806862676,664.1386878436069
Mato Grosso,gradual,2017-25,82,624.211441580096,655.6429091925511,667.4204162621346
Mato Grosso,gradual,2017-25,83,626.797139920194,657.2478633644963,668.597429921794
Mato Grosso,gradual,2017-25,84,629.3658963452312,660.5160450731155,670.4595957135467
Mato Grosso,gradual,2017-25,85,631.7313777676505,662.2041117817384,675.5249298082197
Mato Grosso,gradual,2017-25,86,634.3652084751474,665.011618165163,677.367648071298
Mato Grosso,gradual,2017-25,87,636.8846579159092,667.7044375379983,679.9057528201292
Mato Grosso,gradual,2017-25,88,639.3289561695955,670.0062338691062,682.4679656984841
Mato Grosso,gradual,2017-25,89,641.7892696117648,672.8675146171668,685.759136800623
Mato Grosso,gradual,2017-25,90,644.4398429057575,675.3501416191816,687.1999077497093
Mato Grosso,gradual,2017-25,91,646.802383990896,677.2398835260268,690.0229121731616
Mato Grosso,gradual,2017-25,92,649.1559270458561,679.0333611132814,690.9074929816916
Mato Grosso,gradual,2017-25,93,651.4759899583877,681.2073079724229,692.9665247910586
Mato Grosso,gradual,2017-25,94,653.9425012237947,683.7023313631666,694.7048005435095
Mato Grosso,gradual,2017-25,95,656.2763191870489,685.5025359754757,697.2540772563121
Mato Grosso,gradual,2017-25,96,658.7133593522145,688.0915638639043,698.9262916722258
Mato Grosso,gradual,2017-25,97,661.0063778448088,689.9911783057937,700.7541400668499
Mato Grosso,gradual,2017-25,98,663.1214164095535,692.087225269232,703.9737754230351
Mato Grosso,gradual,2017-25,99,665.4600174130607,694.4900413134072,705.7845467501577
Mato Grosso,gradual,2017-25,100,667.5501132393962,696.2683675797637,708.3371716317749
Mato Grosso,gradual,2017-25,101,669.6815655244759,697.9889534498266,709.6222333936587
Mato Grosso,gradual,2017-25,102,671.9324207141651,700.3239275624081,712.9379235917834
Mato Grosso,gradual,2017-25,103,674.159823977873,702.6075662135701,714.6457589434714
Mato Grosso,gradual,2017-25,104,676.345832355124,705.1846762782197,716.803625180278
Mato Grosso,gradual,2017-25,105,678.4033270906097,707.1622708564895,718.2595227813614
Mato Grosso,gradual,2017-25,106,680.5381049271364,709.6216955398645,719.5786658997368
Mato Grosso,gradual,2017-25,107,682.5778429972113,710.7631072765038,720.9573804214409
Mato Grosso,gradual,2017-25,108,684.691854412902,712.4869417790361,723.3523357239844
Mato Grosso,gradual,2017-25,109,686.6942621221871,714.6792131562104,726.1273471396386
Mato Grosso,gradual,2017-25,110,688.6964099914109,716.7989448907691,726.7886001413369
Mato Grosso,gradual,2017-25,111,690.6616648267174,718.2874449470883,728.549484234779
Mato Grosso,gradual,2017-25,112,692.6982922481475,719.7392693162309,730.6474675601205
Mato Grosso,gradual,2017-25,113,694.7561705066704,722.2486877974545,733.0905241596289
Mato Grosso,gradual,2017-25,114,696.6564313821049,724.5369471620344,734.8497760000578
Mato Grosso,gradual,2017-25,115,698.6173805908938,726.1113645726394,736.1485397086818
Mato Grosso,gradual,2017-25,116,700.579049227118,727.7851259527357,738.8135086340071
Mato Grosso,gradual,2017-25,117,702.5782576360936,729.7130441775005,739.9581610426944
Mato Grosso,gradual,2017-25,118,704.4168994112691,730.990705223622,742.824704651296
Mato Grosso,gradual,2017-25,119,706.3680405933333,733.2786947499733,743.7436192420765
Mato Grosso,gradual,2017-25,120,708.3452759939319,735.1994480481782,745.3334682110393
Mato Grosso,gradual,2017-25,121,710.2420638997365,737.1249361424548,748.0148929888625
Mato Grosso,gradual,2017-25,122,712.149817336874,738.8753907691049,749.8962885980181
Mato Grosso,gradual,2017-25,123,713.9473271814,740.0723129626244,750.1505341900286
Mato Grosso,gradual,2017-25,124,715.7332214906409,741.6367904305743,752.2312182256576
Mato Grosso,gradual,2017-25,125,717.429487637538,743.3456165300686,753.20034359926
Mato Grosso,gradual,2017-25,126,719.260043121909,745.139156210084,755.9470750594145
Mato Grosso,gradual,2017-25,127,721.0761758857392,746.8212396547734,757.0713664650236
Mato Grosso,gradual,2017-25,128,722.8883129270729,748.7487107434677,758.6671250106394
Mato Grosso,gradual,2017-25,129,724.7579258089432,750.1948602291608,759.8246477340338
Mato Grosso,gradual,2017-25,130,726.54777233945,751.9654905811303,763.1081309410753
Mato Grosso,gradual,2017-25,131,728.4931575166155,753.982179795453,763.7711602852746
Mato Grosso,gradual,2017-25,132,730.1967393157038,755.4564829347097,764.4462842208625
Mato Grosso,gradual,2017-25,133,731.9783517142819,757.1640271705976,767.4358228332245
Mato Grosso,gradual,2017-25,134,733.8402749105742,759.0840576392968,769.3029630402148
Mato Grosso,gradual,2017-25,135,735.4507450752475,761.1263695999984,769.9680679199556
Mato Grosso,gradual,2017-25,136,737.1657439894775,762.1289602440731,772.6097141627004
Mato Grosso,gradual,2017-25,137,738.821541841478,764.0333922533927,773.8021232494611
Mato Grosso,gradual,2017-25,138,740.4958405711927,765.3761684434826,775.8375225364956
Mato Grosso,gradual,2017-25,139,742.1107235057344,767.0167350548115,776.8665855930428
Mato Grosso,gradual,2017-25,140,743.7201023783811,768.333243418529,778.2888772601531
Mato Grosso,gradual,2017-25,141,745.3344102408957,769.4980342163816,779.2859945260917
Mato Grosso,gradual,2017-25,142,747.0080229773978,771.28229652311,781.0531567301143
Mato Grosso,gradual,2017-25,143,748.628277499515,772.7207353212041,781.8621847338744
Mato Grosso,gradual,2017-25,144,750.2242362944193,774.3542673205689,783.4053554954238
Mato Grosso,gradual,2017-25,145,751.8666774741552,775.495391465991,784.8569678355822
Mato Grosso,gradual,2017-25,146,753.4126888790939,777.0604345697453,786.2007903301793
Mato Grosso,gradual,2017-25,147,755.0462433425243,778.79091753112,788.496904292534
Mato Grosso,gradual,2017-25,148,756.6019681929929,780.155946163481,790.2435819604132
Mato Grosso,gradual,2017-25,149,758.2397612320989,781.8917513305947,791.3920662926411
Mato Grosso,gradual,2017-25,150,759.6882934845905,783.2747528641576,793.6831081298689
Mato Grosso,gradual,2017-25,151,761.1355252559466,784.3309506983745,794.2195998522543
Mato Grosso,gradual,2017-25,152,762.6336435452196,785.4282994778534,795.2715071199042
Mato Grosso,gradual,2017-25,153,764.1788537073493,787.1604118527127,796.8272948486978
Mato Grosso,gradual,2017-25,154,765.7701000800623,788.5636719262645,797.8669298890278
Mato Grosso,gradual,2017-25,155,767.3207817877475,790.0384215146003,798.9399076763119
Mato Grosso,gradual,2017-25,156,768.8309389251061,791.4233431764495,800.5527279868852
Mato Grosso,gradual,2017-25,157,770.3008863915333,793.0132622902202,801.6872459665727
Mato Grosso,gradual,2017-25,158,771.7438636214586,794.29707156258,804.0645783363287
Mato Grosso,gradual,2017-25,159,773.0862703747927,796.1491193372074,805.4765345931262
Mato Grosso,gradual,2017-25,160,774.5685478727685,797.6187715763779,806.6737130417118
Mato Grosso,gradual,2017-25,161,776.0356611142715,798.3267579267086,807.664341171076
Mato Grosso,gradual,2017-25,162,777.4750760968246,799.8794296077841,808.0967032215179
Mato Grosso,gradual,2017-25,163,778.8977793558524,800.882459608049,809.5285669392548
Mato Grosso,gradual,2017-25,164,780.2451208861206,802.0243707261297,811.0796517045393
Mato Grosso,gradual,2017-25,165,781.5904531689375,803.2714239884626,811.3399020884566
Mato Grosso,gradual,2017-25,166,782.9294685999446,804.3262906390673,812.3088455601331
Mato Grosso,gradual,2017-25,167,784.2966595638733,805.9022224648498,813.3945391233784
Mato Grosso,gradual,2017-25,168,785.6839775704507,806.6491046543713,814.9740283976613
Mato Grosso,gradual,2017-25,169,787.0178439024517,808.3355513832264,817.0662186650294
Mato Grosso,gradual,2017-25,170,788.337464552482,809.3554697366417,818.4689327628097
Mato Grosso,gradual,2017-25,171,789.620036732397,811.0753682393812,819.1941652185817
Mato Grosso,gradual,2017-25,172,790.9145645742026,811.8246060492964,820.7189254770531
Mato Grosso,gradual,2017-25,173,792.2592507626844,813.8051239708084,821.635092046485
Mato Grosso,gradual,2017-25,174,793.5425754549973,814.8386829424245,822.8861697163715
Mato Grosso,gradual,2017-25,175,794.8480894076456,815.7656170543446,824.7695758784612
Mato Grosso,gradual,2017-25,176,796.210107874992,817.0324913789071,825.8750126867012
Mato Grosso,gradual,2017-25,177,797.4903498251809,818.5812236967687,826.9394887396542
Mato Grosso,gradual,2017-25,178,798.8484464075151,819.88331171619825,828.7851461030591
Mato Grosso,gradual,2017-25,179,800.0254171554304,821.1618308395122,829.0326006889248
Mato Grosso,gradual,2017-25,180,801.3313669890782,822.3864832339805,830.1067895038697
Mato Grosso,gradual,2017-25,181,802.5818807349938,823.2607445940101,831.3447110667685
Mato Grosso,gradual,2017-25,182,803.8148637758251,824.4103294179275,832.3500846098542
Mato Grosso,gradual,2017-25,183,805.0156875689155,825.342394030516,832.351230948669
Mato Grosso,gradual,2017-25,184,806.3139670139782,826.4856571584168,834.2731809868103
Mato Grosso,gradual,2017-25,185,807.5114635602733,827.4935471636476,834.4392303582636
Mato Grosso,gradual,2017-25,186,808.658256629224,828.5129027392545,835.8201920227515
Mato Grosso,gradual,2017-25,187,809.8603840811286,829.6875498878204,836.8372642625446
Mato Grosso,gradual,2017-25,188,810.9775041804018,830.8343159084085,838.1845024774672
Mato Grosso,gradual,2017-25,189,812.2290163652609,832.131404756251,839.5073740567916
Mato Grosso,gradual,2017-25,190,813.424078047639,833.2443150444482,840.7144287661081
Mato Grosso,gradual,2017-25,191,814.5790890480905,834.2692541897014,841.3940325998021
Mato Grosso,gradual,2017-25,192,815.8044669909956,835.5789677705352,842.4384950073137
Mato Grosso,gradual,2017-25,193,816.9487013093726,836.5898282072039,843.6975303232106
Mato Grosso,gradual,2017-25,194,818.1578895085978,837.6190297170748,844.2745720419566
Mato Grosso,gradual,2017-25,195,819.2027058202921,838.3822861106179,846.4744488038812
Mato Grosso,gradual,2017-25,196,820.4103851138949,839.7214445799684,846.7166417118309
Mato Grosso,gradual,2017-25,197,821.4756413145616,840.7167078548143,848.2376272820101
Mato Grosso,gradual,2017-25,198,822.5685031497809,841.3759785996536,848.7177014482097
Mato Grosso,gradual,2017-25,199,823.7634534202413,842.8792030563571,850.0930562238209
Mato Grosso,gradual,2017-25,200,824.8523783995939,843.8455095275381,851.0482222576517
Mato Grosso,absorbing,Full record (2001-25),0,0,0,0
Mato Grosso,absorbing,Full record (2001-25),1,26.613599931344595,46.10602292687383,46.10602292687383
Mato Grosso,absorbing,Full record (2001-25),2,51.25968766253203,68.60880274631769,1000
Mato Grosso,absorbing,Full record (2001-25),3,74.39204974611013,91.25076108713006,1000
Mato Grosso,absorbing,Full record (2001-25),4,96.42646179435997,115.75186987087848,1000
Mato Grosso,absorbing,Full record (2001-25),5,115.96055646753193,137.9641102986527,1000
Mato Grosso,absorbing,Full record (2001-25),6,135.53014057066818,161.31637721968914,1000
Mato Grosso,absorbing,Full record (2001-25),7,155.5456112845116,193.21521213823635,1000
Mato Grosso,absorbing,Full record (2001-25),8,173.39659207636547,1000,1000
Mato Grosso,absorbing,Full record (2001-25),9,193.67088111686834,1000,1000
Mato Grosso,absorbing,Full record (2001-25),10,211.46237742800977,1000,1000
Mato Grosso,absorbing,Full record (2001-25),11,227.1878799055609,1000,1000
Mato Grosso,absorbing,Full record (2001-25),12,243.60167577228304,1000,1000
Mato Grosso,absorbing,Full record (2001-25),13,258.72617157015225,1000,1000
Mato Grosso,absorbing,Full record (2001-25),14,273.96078851201025,1000,1000
Mato Grosso,absorbing,Full record (2001-25),15,289.4790310939636,1000,1000
Mato Grosso,absorbing,Full record (2001-25),16,302.7736119219014,1000,1000
Mato Grosso,absorbing,Full record (2001-25),17,315.52165172472024,1000,1000
Mato Grosso,absorbing,Full record (2001-25),18,328.8130714014287,1000,1000
Mato Grosso,absorbing,Full record (2001-25),19,340.9807179517149,1000,1000
Mato Grosso,absorbing,Full record (2001-25),20,352.83953211125817,1000,1000
Mato Grosso,absorbing,Full record (2001-25),21,365.121545998466,1000,1000
Mato Grosso,absorbing,Full record (2001-25),22,377.0100479272536,1000,1000
Mato Grosso,absorbing,Full record (2001-25),23,387.614307421963,1000,1000
Mato Grosso,absorbing,Full record (2001-25),24,398.1521069813839,1000,1000
Mato Grosso,absorbing,Full record (2001-25),25,408.54413227663827,1000,1000
Mato Grosso,absorbing,Full record (2001-25),26,418.3741298618003,1000,1000
Mato Grosso,absorbing,Full record (2001-25),27,427.45621809559566,1000,1000
Mato Grosso,absorbing,Full record (2001-25),28,436.62461457425934,1000,1000
Mato Grosso,absorbing,Full record (2001-25),29,447.4553194603207,1000,1000
Mato Grosso,absorbing,Full record (2001-25),30,456.03059887117826,1000,1000
Mato Grosso,absorbing,Full record (2001-25),31,462.86960700401926,1000,1000
Mato Grosso,absorbing,Full record (2001-25),32,472.1382335313003,1000,1000
Mato Grosso,absorbing,Full record (2001-25),33,480.20167709660586,1000,1000
Mato Grosso,absorbing,Full record (2001-25),34,487.37790741050003,1000,1000
Mato Grosso,absorbing,Full record (2001-25),35,493.2127670827852,1000,1000
Mato Grosso,absorbing,Full record (2001-25),36,501.16452891058805,1000,1000
Mato Grosso,absorbing,Full record (2001-25),37,507.36788518519006,1000,1000
Mato Grosso,absorbing,Full record (2001-25),38,513.4301558755216,1000,1000
Mato Grosso,absorbing,Full record (2001-25),39,519.2852108901296,1000,1000
Mato Grosso,absorbing,Full record (2001-25),40,525.506305059431,1000,1000
Mato Grosso,absorbing,Full record (2001-25),41,531.4758110649341,1000,1000
Mato Grosso,absorbing,Full record (2001-25),42,538.2082964226968,1000,1000
Mato Grosso,absorbing,Full record (2001-25),43,544.7148526631788,1000,1000
Mato Grosso,absorbing,Full record (2001-25),44,549.9446657910963,1000,1000
Mato Grosso,absorbing,Full record (2001-25),45,555.8586440854697,1000,1000
Mato Grosso,absorbing,Full record (2001-25),46,561.7899949572276,1000,1000
Mato Grosso,absorbing,Full record (2001-25),47,566.8520608205113,1000,1000
Mato Grosso,absorbing,Full record (2001-25),48,571.2740150647295,1000,1000
Mato Grosso,absorbing,Full record (2001-25),49,576.1809975745683,1000,1000
Mato Grosso,absorbing,Full record (2001-25),50,581.9868426279427,1000,1000
Mato Grosso,absorbing,Full record (2001-25),51,586.4353281255748,1000,1000
Mato Grosso,absorbing,Full record (2001-25),52,590.5688248325382,1000,1000
Mato Grosso,absorbing,Full record (2001-25),53,595.6632751253775,1000,1000
Mato Grosso,absorbing,Full record (2001-25),54,599.640638371771,1000,1000
Mato Grosso,absorbing,Full record (2001-25),55,605.5182015190553,1000,1000
Mato Grosso,absorbing,Full record (2001-25),56,610.1894902048716,1000,1000
Mato Grosso,absorbing,Full record (2001-25),57,614.6742947444988,1000,1000
Mato Grosso,absorbing,Full record (2001-25),58,619.1576374479378,1000,1000
Mato Grosso,absorbing,Full record (2001-25),59,623.2642566872527,1000,1000
Mato Grosso,absorbing,Full record (2001-25),60,627.5501672707619,1000,1000
Mato Grosso,absorbing,Full record (2001-25),61,632.0647668955817,1000,1000
Mato Grosso,absorbing,Full record (2001-25),62,635.5120126831106,1000,1000
Mato Grosso,absorbing,Full record (2001-25),63,639.8726424927495,1000,1000
Mato Grosso,absorbing,Full record (2001-25),64,643.5453715807911,1000,1000
Mato Grosso,absorbing,Full record (2001-25),65,646.6770441272997,1000,1000
Mato Grosso,absorbing,Full record (2001-25),66,650.7584315990805,1000,1000
Mato Grosso,absorbing,Full record (2001-25),67,655.4790380321643,1000,1000
Mato Grosso,absorbing,Full record (2001-25),68,659.1465591247565,1000,1000
Mato Grosso,absorbing,Full record (2001-25),69,663.1633602415548,1000,1000
Mato Grosso,absorbing,Full record (2001-25),70,666.7708072401539,1000,1000
Mato Grosso,absorbing,Full record (2001-25),71,670.3972966006147,1000,1000
Mato Grosso,absorbing,Full record (2001-25),72,674.5618774904237,1000,1000
Mato Grosso,absorbing,Full record (2001-25),73,677.8123868138213,1000,1000
Mato Grosso,absorbing,Full record (2001-25),74,681.431865473944,1000,1000
Mato Grosso,absorbing,Full record (2001-25),75,684.2824633912702,1000,1000
Mato Grosso,absorbing,Full record (2001-25),76,687.0466925742397,1000,1000
Mato Grosso,absorbing,Full record (2001-25),77,690.3770712180934,1000,1000
Mato Grosso,absorbing,Full record (2001-25),78,694.6045622220945,1000,1000
Mato Grosso,absorbing,Full record (2001-25),79,697.3109448078663,1000,1000
Mato Grosso,absorbing,Full record (2001-25),80,700.8971514155902,1000,1000
Mato Grosso,absorbing,Full record (2001-25),81,703.1411501385526,1000,1000
Mato Grosso,absorbing,Full record (2001-25),82,706.2504820299489,1000,1000
Mato Grosso,absorbing,Full record (2001-25),83,709.4118912768015,1000,1000
Mato Grosso,absorbing,Full record (2001-25),84,711.5078429223659,1000,1000
Mato Grosso,absorbing,Full record (2001-25),85,714.5957897442961,1000,1000
Mato Grosso,absorbing,Full record (2001-25),86,717.6064624266164,1000,1000
Mato Grosso,absorbing,Full record (2001-25),87,720.5497625298143,1000,1000
Mato Grosso,absorbing,Full record (2001-25),88,722.6372931606065,1000,1000
Mato Grosso,absorbing,Full record (2001-25),89,725.3372424350393,1000,1000
Mato Grosso,absorbing,Full record (2001-25),90,727.8554119411455,1000,1000
Mato Grosso,absorbing,Full record (2001-25),91,730.6349101394089,1000,1000
Mato Grosso,absorbing,Full record (2001-25),92,733.578129169352,1000,1000
Mato Grosso,absorbing,Full record (2001-25),93,736.9174685639318,1000,1000
Mato Grosso,absorbing,Full record (2001-25),94,738.5077416888723,1000,1000
Mato Grosso,absorbing,Full record (2001-25),95,740.1024941343583,1000,1000
Mato Grosso,absorbing,Full record (2001-25),96,742.7980099893754,1000,1000
Mato Grosso,absorbing,Full record (2001-25),97,745.3347190826373,1000,1000
Mato Grosso,absorbing,Full record (2001-25),98,747.3455098341759,1000,1000
Mato Grosso,absorbing,Full record (2001-25),99,749.1425783070291,1000,1000
Mato Grosso,absorbing,Full record (2001-25),100,751.2794531837365,1000,1000
Mato Grosso,absorbing,Full record (2001-25),101,753.6951661310603,1000,1000
Mato Grosso,absorbing,Full record (2001-25),102,755.9644724696691,1000,1000
Mato Grosso,absorbing,Full record (2001-25),103,758.3706161723461,1000,1000
Mato Grosso,absorbing,Full record (2001-25),104,760.0359195914157,1000,1000
Mato Grosso,absorbing,Full record (2001-25),105,762.0895341903959,1000,1000
Mato Grosso,absorbing,Full record (2001-25),106,764.4523305729494,1000,1000
Mato Grosso,absorbing,Full record (2001-25),107,766.3034846313222,1000,1000
Mato Grosso,absorbing,Full record (2001-25),108,768.1062728198947,1000,1000
